user,reaction_speed(in_ms),type_of_activation
User1,831,shock
User5,485,sound
User4,266,shock
User2,970,sound
User4,877,light
User5,995,shock
User2,641,sound
User3,81,shock
User1,934,sound
User1,573,sound
User5,293,shock
User2,885,sound
User2,39,sound
User5,116,shock
User1,79,light
User4,746,light
User2,990,sound
User2,838,sound
User1,603,shock
User3,945,shock
User1,550,sound
User5,707,light
User3,569,light
User5,369,shock
User3,537,shock
User5,406,light
User4,228,light
User2,208,sound
User3,692,sound
User5,764,shock
User1,635,sound
User1,761,shock
User1,629,shock
User4,628,shock
User3,774,light
User1,848,shock
User1,309,shock
User5,840,sound
User3,378,shock
User2,308,sound
User3,716,shock
User2,897,light
User3,404,shock
User5,221,sound
User3,410,shock
User3,222,shock
User5,562,sound
User4,938,light
User1,973,sound
User2,954,sound
User5,603,light
User3,367,light
User1,840,sound
User4,954,light
User1,256,shock
User4,132,light
User1,886,shock
User5,385,sound
User5,555,light
User3,297,sound
User4,216,light
User4,472,light
User3,998,sound
User3,954,sound
User4,345,shock
User3,4,sound
User4,890,light
User2,801,shock
User3,67,sound
User3,508,sound
User4,265,light
User4,737,light
User1,427,shock
User3,464,light
User1,403,sound
User5,803,shock
User4,692,sound
User1,967,light
User1,574,light
User1,833,sound
User2,353,sound
User1,193,light
User2,260,sound
User5,343,shock
User2,961,sound
User3,620,light
User1,697,sound
User4,305,shock
User1,124,sound
User5,225,light
User3,822,light
User3,315,sound
User5,533,light
User3,483,light
User5,628,sound
User4,90,shock
User1,600,light
User4,177,light
User2,944,light
User4,794,sound
User1,425,light
User3,870,light
User4,162,sound
User5,676,sound
User5,939,light
User3,289,sound
User4,987,sound
User1,90,sound
User4,488,shock
User3,877,sound
User5,757,shock
User1,879,sound
User5,554,light
User1,139,light
User4,684,sound
User4,122,light
User5,276,shock
User5,630,light
User5,127,shock
User3,600,shock
User5,488,sound
User3,625,light
User3,910,light
User1,665,sound
User5,263,sound
User5,247,light
User1,924,sound
User5,458,sound
User1,69,shock
User2,824,shock
User1,447,light
User5,313,shock
User2,16,sound
User2,269,light
User1,958,shock
User3,15,light
User2,964,sound
User2,938,shock
User5,652,shock
User1,489,sound
User3,143,shock
User2,180,light
User5,209,shock
User3,889,shock
User2,429,light
User4,671,sound
User1,390,sound
User5,326,sound
User4,988,light
User5,587,light
User5,818,sound
User3,859,light
User5,230,sound
User1,574,shock
User5,153,shock
User5,62,shock
User4,322,light
User2,812,shock
User2,673,shock
User2,765,light
User1,532,shock
User4,120,sound
User1,88,light
User2,848,shock
User2,918,shock
User2,66,light
User4,34,light
User1,914,light
User1,596,light
User5,67,shock
User4,880,shock
User2,355,shock
User4,633,sound
User1,819,shock
User1,918,shock
User2,545,sound
User4,817,sound
User2,377,shock
User4,126,shock
User5,760,light
User1,560,shock
User3,740,sound
User3,342,shock
User2,354,light
User4,110,shock
User4,260,sound
User2,413,sound
User3,541,shock
User2,588,light
User5,659,light
User2,439,shock
User5,916,sound
User1,225,shock
User5,866,sound
User5,231,sound
User4,759,sound
User1,538,shock
User1,44,sound
User3,571,shock
User2,668,sound
User1,601,shock
User3,867,light
User4,759,shock
User5,72,shock
User3,759,shock
User4,838,sound
User3,898,sound
User5,127,light
User1,587,shock
User5,872,light
User4,935,light
User4,982,shock
User2,775,light
User3,710,light
User2,886,sound
User1,846,shock
User2,611,light
User1,740,shock
User2,243,shock
User4,72,shock
User4,840,sound
User1,847,sound
User4,443,light
User1,740,sound
User4,158,sound
User4,81,shock
User2,775,shock
User5,65,light
User3,402,sound
User2,521,light
User4,195,shock
User2,279,light
User5,80,sound
User1,933,shock
User5,844,shock
User2,586,light
User4,678,light
User5,313,shock
User1,855,light
User3,137,shock
User2,490,light
User1,814,sound
User5,765,light
User2,899,shock
User1,449,shock
User1,110,sound
User4,410,sound
User1,943,sound
User5,405,light
User2,104,sound
User5,781,shock
User3,969,light
User1,257,sound
User3,117,sound
User1,679,light
User1,587,light
User5,862,light
User2,194,sound
User3,911,shock
User1,677,shock
User5,514,light
User4,437,shock
User4,424,sound
User3,668,shock
User4,100,shock
User4,763,light
User2,998,shock
User5,604,shock
User2,74,shock
User4,561,shock
User4,673,shock
User3,23,sound
User4,201,light
User1,545,shock
User4,94,shock
User3,744,shock
User5,28,sound
User3,328,sound
User2,509,light
User1,57,light
User2,769,sound
User4,830,shock
User1,239,shock
User5,304,sound
User4,851,light
User4,383,shock
User3,521,sound
User4,502,sound
User3,485,light
User2,425,shock
User4,327,light
User5,227,light
User1,546,light
User1,173,light
User2,135,shock
User3,835,sound
User3,53,light
User1,90,sound
User4,997,light
User2,956,shock
User4,862,shock
User1,365,sound
User3,396,shock
User4,335,light
User4,162,sound
User4,278,sound
User4,604,sound
User1,499,light
User2,825,shock
User2,425,light
User2,963,light
User1,29,shock
User2,308,sound
User4,805,shock
User5,858,shock
User1,134,shock
User3,372,shock
User3,504,shock
User5,915,light
User1,835,light
User3,303,light
User5,53,sound
User2,153,sound
User1,936,shock
User1,845,shock
User1,399,sound
User4,182,light
User4,783,light
User5,472,light
User4,679,shock
User5,247,light
User5,909,light
User1,18,sound
User4,181,light
User2,866,light
User2,745,sound
User2,889,shock
User3,444,light
User2,269,sound
User5,984,light
User3,951,light
User1,684,shock
User3,515,light
User2,965,sound
User4,4,shock
User2,694,shock
User1,505,sound
User4,48,sound
User1,511,shock
User2,71,light
User1,899,light
User5,529,sound
User4,972,shock
User4,718,light
User2,774,sound
User1,922,shock
User2,236,sound
User3,44,shock
User1,509,sound
User3,775,sound
User4,186,sound
User1,852,sound
User4,665,light
User2,570,sound
User1,686,light
User1,580,light
User5,639,sound
User4,891,sound
User2,528,shock
User1,546,light
User4,605,sound
User2,313,light
User4,916,light
User3,85,light
User2,904,light
User1,878,sound
User5,82,shock
User3,813,shock
User4,463,light
User4,400,light
User4,128,sound
User5,667,shock
User3,720,light
User4,78,light
User1,8,shock
User3,13,sound
User2,181,shock
User1,981,light
User5,647,light
User4,988,shock
User3,510,shock
User4,457,shock
User3,106,sound
User5,46,light
User2,527,light
User5,980,shock
User1,430,shock
User5,294,shock
User2,508,sound
User5,394,sound
User2,288,sound
User1,766,shock
User4,966,shock
User3,603,sound
User2,349,sound
User1,289,shock
User4,552,sound
User3,826,shock
User5,215,light
User1,964,light
User5,44,sound
User3,370,shock
User3,996,sound
User1,136,shock
User2,83,shock
User5,244,sound
User5,602,sound
User4,463,light
User4,180,light
User4,367,shock
User3,840,light
User2,564,shock
User2,507,sound
User2,379,shock
User1,721,sound
User4,461,sound
User5,932,light
User1,554,shock
User5,801,shock
User3,124,shock
User2,455,shock
User1,297,sound
User5,425,sound
User1,175,light
User2,369,shock
User5,368,light
User1,900,shock
User4,155,light
User1,878,shock
User5,445,shock
User4,504,light
User5,196,light
User1,614,sound
User2,550,shock
User5,954,shock
User1,67,sound
User3,622,shock
User5,647,sound
User3,776,sound
User4,417,sound
User5,957,shock
User2,503,sound
User5,200,shock
User4,487,sound
User2,916,shock
User1,367,shock
User5,300,shock
User1,491,sound
User1,566,light
User5,204,light
User3,157,shock
User1,966,shock
User3,592,shock
User5,554,sound
User5,902,sound
User3,554,sound
User5,298,shock
User4,633,shock
User1,321,shock
User2,656,light
User3,325,shock
User3,456,shock
User5,404,sound
User4,977,shock
User4,278,light
User3,21,light
User1,616,shock
User4,684,sound
User3,445,shock
User4,813,sound
User1,123,sound
User1,523,sound
User2,195,shock
User2,934,light
User3,738,light
User4,765,sound
User1,328,sound
User3,68,shock
User5,820,sound
User4,252,sound
User3,870,shock
User4,932,light
User5,133,light
User3,798,light
User2,81,light
User1,488,sound
User2,776,light
User4,120,sound
User4,866,sound
User5,508,light
User3,466,light
User3,776,light
User4,485,sound
User3,217,light
User4,859,shock
User1,686,light
User1,335,light
User3,977,light
User5,262,sound
User2,735,sound
User4,661,shock
User2,792,shock
User1,284,sound
User4,138,light
User1,905,shock
User5,708,shock
User2,969,shock
User4,688,light
User4,819,light
User2,378,light
User2,685,sound
User5,772,shock
User1,670,shock
User3,735,sound
User5,501,shock
User1,369,sound
User1,960,light
User1,814,shock
User4,179,shock
User5,50,shock
User4,929,sound
User4,634,shock
User1,723,light
User2,768,shock
User1,90,shock
User2,948,sound
User1,706,shock
User5,367,light
User4,605,light
User5,405,shock
User1,269,light
User1,395,light
User1,650,shock
User5,592,sound
User4,284,sound
User5,893,shock
User3,421,light
User3,160,light
User4,874,light
User5,653,light
User1,533,sound
User3,1000,sound
User4,171,light
User5,143,shock
User4,865,shock
User4,633,sound
User3,608,shock
User5,653,light
User1,479,sound
User4,313,shock
User1,597,light
User3,889,shock
User1,765,sound
User5,982,sound
User4,845,shock
User1,911,light
User5,402,light
User2,259,sound
User3,431,sound
User3,699,sound
User4,140,light
User2,572,sound
User2,267,sound
User4,655,sound
User2,693,sound
User3,494,sound
User4,758,sound
User1,960,light
User1,368,light
User2,490,light
User4,948,sound
User4,231,shock
User4,818,shock
User2,801,shock
User2,586,light
User3,764,light
User2,124,shock
User3,622,sound
User1,137,shock
User2,426,light
User2,877,sound
User5,938,shock
User3,597,light
User4,310,shock
User2,447,shock
User5,681,sound
User5,372,light
User5,123,light
User4,441,shock
User4,235,shock
User5,675,shock
User2,964,sound
User5,10,shock
User5,140,shock
User4,128,light
User3,201,sound
User4,504,light
User4,684,shock
User1,440,shock
User2,222,shock
User3,907,light
User4,706,shock
User5,875,shock
User3,166,shock
User1,146,sound
User3,528,shock
User4,974,sound
User3,531,sound
User4,959,light
User1,395,shock
User5,216,shock
User4,519,sound
User5,581,light
User5,595,light
User5,298,light
User3,95,light
User1,48,light
User1,851,light
User2,666,light
User3,234,shock
User4,221,shock
User5,744,sound
User4,361,shock
User3,815,shock
User4,51,shock
User4,843,sound
User5,8,light
User2,937,shock
User5,792,light
User5,105,light
User5,996,light
User5,241,shock
User1,902,sound
User1,786,light
User5,145,shock
User4,117,light
User1,69,shock
User3,23,light
User1,923,light
User3,959,shock
User3,690,shock
User3,789,light
User5,51,shock
User3,704,sound
User5,853,sound
User5,112,shock
User3,410,sound
User1,879,light
User1,564,shock
User4,785,shock
User2,42,light
User5,959,sound
User4,188,sound
User1,897,sound
User2,168,shock
User3,772,light
User4,296,sound
User3,697,sound
User1,109,light
User4,591,light
User1,239,shock
User3,422,light
User2,994,sound
User3,335,shock
User4,410,sound
User1,678,light
User4,3,shock
User3,326,light
User1,140,light
User3,969,sound
User2,240,light
User3,697,sound
User4,940,sound
User3,352,shock
User2,180,shock
User1,75,sound
User1,476,shock
User3,74,sound
User5,738,shock
User5,508,light
User1,793,sound
User5,463,sound
User5,308,light
User3,129,sound
User1,894,shock
User3,972,light
User2,850,light
User2,790,sound
User4,175,sound
User4,434,shock
User1,429,shock
User3,496,light
User4,764,light
User2,77,sound
User1,172,shock
User5,691,sound
User2,89,shock
User3,310,light
User5,907,shock
User3,319,light
User3,911,light
User4,515,light
User2,26,sound
User2,583,shock
User3,902,sound
User1,75,shock
User5,471,light
User3,690,sound
User4,153,light
User1,718,sound
User5,444,sound
User3,77,shock
User1,455,shock
User2,758,sound
User1,17,light
User3,15,shock
User5,643,sound
User3,955,sound
User3,495,shock
User3,973,sound
User3,448,light
User2,839,light
User1,956,shock
User4,561,light
User3,362,sound
User5,392,shock
User1,600,light
User4,391,light
User1,989,shock
User5,595,sound
User4,550,shock
User3,936,light
User3,421,light
User4,262,light
User5,208,light
User5,537,light
User1,696,light
User1,56,light
User3,94,shock
User3,434,sound
User3,33,shock
User3,623,shock
User3,156,sound
User3,498,light
User2,478,sound
User2,904,shock
User3,905,light
User4,319,shock
User5,612,light
User4,775,shock
User3,28,light
User5,209,shock
User3,75,sound
User2,503,light
User2,137,sound
User2,568,sound
User5,203,light
User1,777,shock
User5,303,light
User1,313,light
User2,701,sound
User4,369,sound
User5,357,shock
User5,112,sound
User3,350,shock
User1,840,light
User3,340,sound
User2,105,sound
User5,976,sound
User3,419,shock
User2,914,sound
User3,615,light
User4,764,light
User3,724,shock
User4,710,sound
User1,848,sound
User5,625,shock
User2,126,sound
User4,207,shock
User4,963,light
User5,489,shock
User3,846,shock
User3,783,shock
User1,126,shock
User2,848,light
User5,314,light
User5,755,sound
User3,758,shock
User1,634,sound
User2,942,shock
User5,904,sound
User1,65,sound
User1,797,sound
User3,421,shock
User3,8,shock
User1,922,light
User4,243,sound
User2,790,light
User4,893,sound
User4,76,sound
User3,475,shock
User4,103,shock
User5,835,sound
User4,182,light
User3,941,sound
User2,803,light
User1,309,light
User4,41,light
User4,968,shock
User2,509,sound
User4,928,sound
User4,578,sound
User1,349,sound
User5,474,sound
User4,347,shock
User1,699,light
User4,347,sound
User5,681,sound
User1,380,sound
User5,929,sound
User5,838,light
User5,934,light
User5,442,shock
User3,463,sound
User4,653,light
User4,139,shock
User1,169,shock
User3,547,shock
User1,947,shock
User3,951,light
User3,914,shock
User3,306,light
User4,507,sound
User2,765,sound
User4,511,light
User2,383,sound
User1,128,sound
User5,951,light
User1,37,sound
User1,620,sound
User5,837,sound
User1,294,sound
User5,80,light
User1,446,sound
User5,888,sound
User2,534,shock
User1,168,light
User5,702,shock
User2,273,sound
User5,542,shock
User5,921,sound
User4,575,sound
User4,354,light
User1,356,sound
User2,405,sound
User2,481,shock
User4,355,sound
User1,854,light
User3,502,light
User4,949,sound
User1,711,sound
User2,701,shock
User2,184,light
User1,87,light
User1,776,shock
User3,747,sound
User2,166,shock
User3,380,shock
User2,695,light
User2,734,sound
User4,745,shock
User1,815,light
User1,255,light
User3,42,light
User3,329,sound
User3,869,light
User5,813,shock
User1,226,sound
User1,306,light
User1,204,shock
User1,530,light
User5,280,light
User2,646,light
User3,805,light
User5,756,shock
User1,290,shock
User4,354,light
User1,649,light
User5,129,shock
User5,777,shock
User5,184,light
User4,684,sound
User5,156,light
User3,777,light
User4,72,light
User1,638,shock
User2,46,shock
User4,718,shock
User5,918,light
User3,323,light
User5,900,light
User1,379,shock
User4,695,shock
User3,525,shock
User3,465,light
User4,905,sound
User2,0,light
User3,21,shock
User4,969,sound
User3,815,sound
User1,295,light
User2,586,shock
User5,167,sound
User5,973,light
User5,153,sound
User2,607,shock
User1,799,sound
User2,639,shock
User1,574,light
User2,399,shock
User1,604,sound
User1,994,shock
User5,979,sound
User3,621,shock
User2,886,shock
User2,320,shock
User5,887,light
User3,462,light
User3,290,sound
User4,544,light
User2,391,shock
User2,822,sound
User4,381,shock
User1,164,sound
User4,559,sound
User3,647,sound
User1,192,shock
User5,700,sound
User2,731,light
User3,438,sound
User2,373,light
User2,240,sound
User4,22,sound
User1,281,sound
User4,912,light
User2,19,sound
User4,209,light
User3,576,sound
User3,92,light
User4,508,sound
User1,526,sound
User4,46,light
User2,740,light
User5,663,shock
User4,206,sound
User1,378,sound
User5,303,sound
User3,571,sound
User2,446,light
User1,572,shock
User4,768,sound
User5,412,shock
User1,574,sound
User1,375,light
User3,687,shock
User2,639,shock
User2,639,shock
User3,27,shock
User1,612,sound
User3,513,light
User2,797,light
User4,639,sound
User2,847,light
User5,369,shock
User2,614,light
User1,997,light
User5,970,sound
User5,627,light
User2,521,light
User4,802,shock
User3,970,light
User3,104,sound
User4,43,shock
User5,140,light
User2,43,sound
User1,137,sound
User4,552,light
User2,879,sound
User1,14,sound
User1,157,shock
User3,889,sound
User3,89,shock
User5,10,shock
User5,827,shock
User5,721,shock
User5,32,light
User2,706,light
User3,383,sound
User3,25,light
User4,999,sound
User2,605,shock
User3,572,shock
User3,795,shock
User4,287,shock
User4,505,shock
User1,276,sound
User2,745,light
User3,287,sound
User2,685,sound
User3,666,sound
User3,387,light
User2,874,shock
User3,243,light
User1,823,light
User4,398,sound
User1,432,light
User5,863,sound
User5,972,sound
User5,452,light
User1,909,sound
User4,766,light
User5,36,shock
User5,102,sound
User1,252,shock
User1,579,light
User2,484,sound
User1,951,sound
User1,724,shock
User5,454,light
User4,483,light
User1,738,sound
User1,980,shock
User5,313,light
User4,170,shock
User5,358,sound
User1,408,sound
User1,823,sound
User5,166,shock
User2,573,sound
User1,668,shock
User5,828,sound
User4,222,sound
User2,549,light
User4,426,light
User2,137,shock
User4,318,shock
User2,197,sound
User1,846,shock
User5,891,light
User3,323,shock
User1,248,light
User5,172,shock
User2,951,sound
User4,768,sound
User3,619,shock
User2,882,sound
User3,339,sound
User2,318,shock
User4,256,light
User1,92,light
User1,276,light
User2,384,shock
User2,903,shock
User1,632,sound
User2,738,light
User1,146,sound
User2,382,sound
User2,440,shock
User5,947,sound
User2,840,sound
User1,889,light
User5,645,sound
User4,78,sound
User4,597,sound
User5,702,sound
User3,590,sound
User1,89,light
User1,365,shock
User3,262,light
User3,563,shock
User1,758,sound
User2,693,sound
User4,29,light
User5,381,light
User2,141,light
User5,382,light
User2,526,light
User1,729,shock
User2,369,sound
User1,759,shock
User1,846,shock
User1,637,shock
User3,373,sound
User5,500,shock
User5,835,sound
User2,268,shock
User4,630,light
User1,160,light
User5,324,sound
User2,374,sound
User4,364,shock
User2,169,light
User1,258,sound
User2,904,light
User1,301,shock
User4,716,sound
User4,632,shock
User1,316,shock
User3,827,light
User1,295,shock
User4,909,shock
User3,741,sound
User4,401,sound
User3,37,shock
User1,781,light
User2,289,sound
User5,751,sound
User4,463,shock
User3,454,light
User1,467,shock
User1,777,sound
User2,334,sound
User5,441,shock
User5,686,shock
User4,639,light
User1,152,sound
User2,713,shock
User2,326,shock
User1,29,light
User5,708,light
User5,497,light
User1,465,shock
User5,412,light
User5,255,shock
User3,779,sound
User2,349,light
User3,109,sound
User2,60,light
User5,958,shock
User5,83,shock
User1,14,shock
User3,17,shock
User3,431,light
User2,47,shock
User5,669,light
User3,744,light
User2,53,shock
User2,195,shock
User3,797,sound
User4,715,shock
User4,166,shock
User2,340,light
User1,722,light
User1,493,light
User1,62,sound
User5,961,sound
User2,578,shock
User5,697,shock
User3,823,shock
User5,339,light
User1,569,sound
User4,308,light
User4,652,sound
User4,781,light
User1,203,light
User5,263,sound
User2,341,sound
User1,136,sound
User5,579,light
User5,337,shock
User3,551,shock
User4,495,light
User4,303,sound
User1,389,shock
User2,936,sound
User2,291,sound
User1,281,sound
User4,66,sound
User2,692,shock
User4,286,sound
User5,271,shock
User4,609,sound
User5,468,light
User4,855,light
User4,11,light
User1,834,shock
User1,253,sound
User5,977,sound
User3,172,light
User3,294,light
User1,153,sound
User4,476,shock
User3,952,sound
User2,360,light
User3,267,shock
User5,964,sound
User5,578,shock
User1,170,sound
User4,516,shock
User2,230,light
User3,983,light
User2,288,shock
User2,484,light
User3,893,sound
User2,415,light
User4,865,sound
User5,737,light
User1,816,sound
User4,676,shock
User4,765,shock
User5,632,light
User2,698,shock
User4,631,sound
User4,803,light
User1,832,light
User3,745,shock
User1,983,shock
User3,485,sound
User3,448,shock
User3,663,light
User1,568,shock
User4,628,shock
User3,481,shock
User2,433,sound
User4,437,sound
User2,861,shock
User1,78,sound
User4,418,shock
User3,395,sound
User1,344,sound
User3,608,sound
User2,663,sound
User2,672,sound
User5,435,light
User5,315,sound
User1,929,light
User1,201,sound
User2,820,light
User1,398,light
User3,80,shock
User4,597,shock
User1,834,light
User5,611,light
User2,162,sound
User3,343,sound
User2,570,light
User3,11,sound
User1,801,light
User2,607,light
User3,573,shock
User1,730,light
User5,854,shock
User2,97,sound
User2,459,shock
User4,747,light
User1,775,shock
User2,629,sound
User4,6,light
User2,239,sound
User1,206,sound
User5,472,shock
User2,251,light
User1,64,shock
User1,37,light
User3,347,shock
User1,496,sound
User5,496,light
User5,40,shock
User3,327,shock
User2,955,sound
User5,403,shock
User4,87,light
User5,218,shock
User1,79,light
User2,638,sound
User5,447,sound
User4,109,shock
User2,564,sound
User5,186,shock
User1,158,shock
User5,238,shock
User2,934,shock
User3,889,light
User4,597,light
User4,307,shock
User2,226,sound
User1,555,shock
User2,15,shock
User2,487,shock
User2,772,shock
User5,863,shock
User3,513,shock
User3,613,light
User3,51,light
User1,679,light
User4,4,light
User1,632,shock
User3,399,shock
User5,32,sound
User4,492,sound
User2,14,sound
User1,549,shock
User2,194,light
User1,833,shock
User2,343,shock
User3,967,light
User1,317,light
User4,88,sound
User1,418,light
User1,952,sound
User3,886,shock
User3,496,sound
User5,775,sound
User3,415,light
User2,308,shock
User1,421,light
User1,123,sound
User1,849,shock
User4,766,light
User4,385,light
User5,490,shock
User3,579,light
User5,403,light
User3,957,light
User1,574,shock
User5,551,shock
User3,237,sound
User5,594,shock
User1,484,sound
User4,39,shock
User1,196,sound
User5,487,sound
User2,78,shock
User3,967,shock
User5,931,light
User1,164,sound
User3,72,sound
User4,390,light
User3,815,shock
User3,205,sound
User5,198,light
User2,425,sound
User2,431,shock
User4,674,sound
User5,853,shock
User4,822,sound
User4,507,sound
User2,887,sound
User2,821,shock
User4,973,light
User2,958,sound
User3,979,light
User2,44,shock
User5,524,light
User2,443,shock
User4,229,sound
User5,61,sound
User5,416,light
User3,107,shock
User5,432,sound
User3,492,shock
User4,931,light
User5,719,shock
User4,180,shock
User3,173,sound
User2,611,light
User2,409,shock
User2,938,shock
User2,971,shock
User2,984,sound
User5,559,light
User1,370,light
User4,258,light
User3,66,shock
User5,236,shock
User2,607,shock
User3,893,light
User5,613,light
User3,611,light
User5,352,shock
User4,699,shock
User5,656,sound
User4,768,sound
User2,967,sound
User3,340,light
User4,626,light
User5,112,sound
User3,381,sound
User5,459,light
User1,731,shock
User4,460,light
User2,407,shock
User5,164,sound
User1,607,sound
User5,341,sound
User2,760,sound
User4,163,light
User2,951,sound
User2,533,shock
User4,582,shock
User5,682,light
User5,180,shock
User2,321,light
User1,632,sound
User4,390,shock
User1,465,sound
User4,897,light
User1,461,light
User3,878,light
User1,542,shock
User1,659,sound
User5,537,shock
User2,865,sound
User5,680,light
User2,811,shock
User5,2,sound
User2,318,light
User4,41,light
User5,186,shock
User3,322,light
User2,708,light
User5,529,sound
User2,102,shock
User2,686,shock
User1,692,shock
User2,570,sound
User5,535,shock
User2,406,light
User2,144,shock
User1,240,sound
User2,392,shock
User3,562,sound
User2,292,shock
User3,622,shock
User1,386,sound
User3,822,light
User1,198,light
User1,131,light
User2,969,sound
User4,853,shock
User1,957,shock
User1,808,shock
User5,213,light
User3,309,light
User3,165,shock
User4,329,sound
User1,283,light
User1,592,shock
User3,198,shock
User4,216,light
User5,694,light
User2,922,light
User5,886,sound
User3,868,light
User5,22,sound
User5,344,shock
User4,664,light
User3,391,sound
User4,212,sound
User4,877,shock
User4,160,sound
User3,250,sound
User2,73,shock
User1,4,shock
User1,370,light
User4,924,shock
User4,303,light
User2,756,light
User5,986,sound
User1,410,shock
User4,215,light
User5,321,shock
User4,163,sound
User3,98,light
User5,333,sound
User1,131,light
User1,873,light
User3,534,light
User1,763,shock
User4,230,sound
User5,447,light
User1,73,sound
User4,975,shock
User5,114,sound
User3,445,light
User4,956,shock
User3,85,light
User4,611,sound
User3,949,shock
User3,871,light
User5,348,shock
User4,475,sound
User1,517,shock
User3,857,light
User5,743,sound
User2,288,light
User4,332,sound
User5,286,shock
User5,959,sound
User4,622,light
User4,804,shock
User2,556,shock
User2,73,shock
User3,392,sound
User5,551,shock
User3,507,shock
User5,989,shock
User4,253,sound
User4,769,sound
User1,919,shock
User3,901,shock
User2,114,light
User4,106,light
User2,690,light
User3,879,light
User5,939,sound
User5,295,shock
User1,476,sound
User5,887,light
User2,521,sound
User1,935,sound
User1,902,light
User2,323,shock
User5,499,light
User3,259,sound
User4,784,shock
User1,61,sound
User4,551,light
User5,274,light
User5,283,shock
User4,292,light
User2,776,shock
User2,694,shock
User5,898,shock
User5,635,shock
User4,147,shock
User5,459,sound
User1,972,light
User4,938,light
User5,775,shock
User1,960,sound
User5,560,light
User3,28,shock
User3,562,light
User4,184,light
User4,638,light
User4,687,light
User5,743,sound
User3,628,sound
User2,630,sound
User3,380,shock
User5,641,shock
User4,550,shock
User1,370,light
User5,905,sound
User4,772,sound
User2,833,light
User2,57,shock
User5,324,shock
User4,238,shock
User2,780,sound
User3,875,light
User2,713,light
User5,927,light
User2,898,shock
User3,324,light
User4,103,shock
User5,747,shock
User1,466,light
User4,395,sound
User4,537,light
User4,201,shock
User4,505,sound
User5,108,sound
User2,123,sound
User4,829,sound
User4,931,sound
User5,792,shock
User5,865,shock
User2,485,sound
User3,966,sound
User4,836,light
User4,399,shock
User1,817,sound
User3,395,shock
User1,57,light
User4,493,light
User5,851,shock
User4,15,sound
User4,658,sound
User2,644,sound
User4,619,sound
User2,38,sound
User1,501,light
User4,132,light
User1,19,shock
User5,374,light
User1,703,sound
User3,327,light
User2,625,light
User4,678,shock
User5,924,sound
User3,72,shock
User4,967,shock
User5,112,light
User5,746,sound
User2,562,sound
User3,132,sound
User4,140,light
User2,506,shock
User4,84,light
User4,831,sound
User5,444,light
User1,578,shock
User5,374,sound
User1,896,shock
User5,492,sound
User1,398,shock
User1,753,shock
User1,64,shock
User3,825,sound
User5,443,light
User2,105,sound
User4,673,sound
User5,654,shock
User3,222,sound
User5,845,shock
User3,209,light
User5,601,light
User2,869,shock
User4,916,sound
User1,215,sound
User5,112,light
User1,806,sound
User3,897,sound
User2,760,shock
User5,566,light
User5,884,light
User4,971,light
User4,690,shock
User5,543,sound
User4,23,shock
User4,443,shock
User5,825,shock
User4,593,shock
User1,287,shock
User1,449,shock
User4,697,sound
User3,220,sound
User5,210,light
User4,399,light
User3,310,light
User2,493,sound
User2,690,sound
User3,46,shock
User4,977,shock
User1,106,sound
User1,181,sound
User3,960,sound
User4,334,light
User1,178,shock
User4,514,light
User5,0,sound
User1,797,sound
User3,295,shock
User5,408,shock
User2,386,sound
User5,398,light
User4,82,shock
User2,747,sound
User2,37,shock
User5,868,sound
User5,251,shock
User1,241,shock
User5,179,light
User4,149,shock
User4,503,shock
User1,852,shock
User1,643,shock
User5,717,light
User3,530,shock
User5,662,light
User1,865,sound
User5,217,light
User1,234,shock
User1,207,light
User5,123,sound
User2,290,sound
User5,109,sound
User5,709,sound
User1,740,sound
User2,481,sound
User4,198,light
User2,111,shock
User4,269,sound
User2,580,sound
User5,390,light
User2,602,sound
User4,241,sound
User3,611,light
User5,622,shock
User3,357,light
User1,665,shock
User3,998,sound
User3,716,shock
User2,633,sound
User2,100,shock
User1,79,sound
User1,571,shock
User2,0,light
User3,387,light
User5,393,sound
User3,465,light
User2,97,shock
User1,276,light
User4,977,light
User1,50,light
User2,205,sound
User2,165,shock
User3,155,shock
User2,262,shock
User1,946,light
User1,0,sound
User5,50,sound
User2,356,shock
User4,892,sound
User1,730,sound
User1,167,light
User1,372,light
User4,265,light
User3,707,light
User4,740,sound
User1,484,light
User3,760,shock
User3,205,light
User2,878,shock
User3,549,shock
User4,378,sound
User1,336,light
User2,236,sound
User3,951,sound
User5,21,shock
User3,237,sound
User4,776,sound
User1,891,sound
User1,443,sound
User2,628,shock
User3,757,shock
User4,572,shock
User5,4,shock
User5,847,light
User3,532,shock
User5,963,sound
User3,975,light
User2,688,sound
User5,432,sound
User4,317,light
User5,244,light
User3,149,sound
User5,830,light
User4,669,sound
User5,53,shock
User3,269,light
User1,375,light
User3,805,sound
User3,169,sound
User4,878,shock
User1,250,light
User3,703,light
User1,86,shock
User4,646,shock
User1,891,sound
User2,694,sound
User3,817,sound
User5,696,light
User3,550,shock
User2,128,sound
User5,144,shock
User4,969,light
User2,937,sound
User5,394,shock
User2,189,shock
User4,52,shock
User5,973,light
User1,328,shock
User5,108,light
User3,528,shock
User3,995,shock
User5,786,shock
User3,150,sound
User2,666,sound
User2,938,sound
User4,452,sound
User1,225,shock
User1,60,sound
User5,584,sound
User3,571,shock
User2,680,sound
User1,344,shock
User4,940,light
User5,344,sound
User1,409,sound
User1,508,light
User3,878,shock
User5,580,light
User2,75,light
User1,463,shock
User1,945,sound
User4,987,shock
